UG_COD,UG_COD_DESC,UF,REGIAO,FONTE_REGIONALIZACAO
120018,120018 - BASE AEREA DE RECIFE,PE,Nordeste,LLM
120019,120019 - HOSPITAL DE AERONAUTICA DE RECIFE,PE,Nordeste,LLM
120020,120020 - PARQUE DE MATERIAL AERONAUTICO DE RECIFE,PE,Nordeste,LLM
120021,120021 - TERCEIRO CENTRO INT.DEF.AEREA CONTR.TFG.AEREO,DF,Centro-Oeste,LLM
120023,120023 - BASE AEREA DE SALVADOR,BA,Nordeste,LLM
120024,120024 - CENTRO DE INSTR. E ADAPTACAO DA AERONAUTICA,SP,Sudeste,LLM
120025,120025 - ESCOLA PREPARATORIA DE CADETES DO AR,DF,Centro-Oeste,LLM
120026,120026 - PARQUE MATERIAL AERONAUTICO DE LAGOA SANTA,MG,Sudeste,LLM
120027,120027 - BASE AEREA DE CAMPO GRANDE,MS,Centro-Oeste,LLM
120028,120028 - III COMANDO AEREO REGIONAL,SP,Sudeste,LLM
120029,120029 - BASE AEREA DOS AFONSOS,RJ,Sudeste,LLM
120030,120030 - BASE AEREA DO GALEAO,RJ,Sudeste,LLM
120031,120031 - BASE AEREA DE SANTA CRUZ,RJ,Sudeste,LLM
120034,120034 - DEPOSITO CENTRAL INTENDENCIA,DF,Centro-Oeste,LLM
120035,120035 - CENTRO DE TRANSPORTE LOGÍSTICO DA AERONÁUTICA,DF,Centro-Oeste,LLM
120036,120036 - DEPARTAMENTO DE CONTROLE DO ESPACO AEREO,DF,Centro-Oeste,LLM
120038,120038 - DIRETORIA DE MATERIAL AERONAUTICO E BELICO,DF,Centro-Oeste,LLM
120039,120039 - GRUPAMENTO DE APOIO DO RIO DE JANEIRO,RJ,Sudeste,LLM
120040,120040 - HOSPITAL CENTRAL AERONAUTICA,DF,Centro-Oeste,LLM
120041,120041 - HOSPITAL DE AERONAUTICA DOS AFONSOS,RJ,Sudeste,LLM
120042,120042 - HOSPITAL DE FORCA AEREA DO GALEAO,RJ,Sudeste,LLM
120043,120043 - LABORATORIO QUIMICO-FARMACEUTICO DA AERONAUT.,DF,Centro-Oeste,LLM
120044,120044 - PAGADORIA DE INATIVOS E PENSIONISTAS DA AER.,DF,Centro-Oeste,LLM
120045,120045 - PREFEITURA DE AERONAUTICA DO GALEAO,RJ,Sudeste,LLM
120046,120046 - PARQUE DE MATERIAL AERONAUTICO DOS AFONSOS,RJ,Sudeste,LLM
120047,120047 - PARQUE DE MATERIAL BELICO DA AERONAUTICA,RJ,Sudeste,LLM
120048,120048 - PARQUE DE MAT. DE ELETRONICA DA AERONAUTICA,SP,Sudeste,LLM
120049,120049 - PARQUE DE MATERIAL AERONAUTICO DO GALEAO,RJ,Sudeste,LLM
120052,120052 - SUBDIRETORIA DE PAGAMENTO DE PESSOAL/PAIS,PA,Norte,LLM
120053,120053 - PREFEITURA DE AERONAUTICA DOS AFONSOS,RJ,Sudeste,LLM
120054,120054 - UNIVERSIDADE DA FORCA AEREA,DF,Centro-Oeste,LLM
120057,120057 - CASA GERONTOLOGICA DA AER. BRIG.EDUARDO GOMES,DF,Centro-Oeste,LLM
120059,120059 - IV COMANDO AEREO REGIONAL,SP,Sudeste,LLM
120060,120060 - ACADEMIA DA FORCA AEREA,SP,Sudeste,LLM
120062,120062 - BASE AEREA DE SAO PAULO,SP,Sudeste,LLM
120064,120064 - ESCOLA DE ESPECIALISTAS DE AERONAUTICA,RJ,Sudeste,LLM
120065,120065 - FAZENDA DE AERONAUTICA DE PIRASSUNUNGA,SP,Sudeste,LLM
120066,120066 - NÚCLEO DO HOSPITAL DE AERONÁUTICA DE SÃO PAUL,SP,Sudeste,LLM
120067,120067 - INSTITUTO DE CONTROLE DO ESPACO AEREO,DF,Centro-Oeste,LLM
120068,120068 - PARQUE DE MATERIAL AERONAUTICO DE SAO PAULO,SP,Sudeste,LLM
120069,120069 - SERVICO REGIONAL DE PROTECAO AO VOO SAO PAULO,SP,Sudeste,LLM
120071,120071 - CENTRO LOGISTICO DA AERONAUTICA,DF,Centro-Oeste,LLM
120072,120072 - SEGUNDO CENTRO INT.DEF.AEREA CONTR.TFG.AEREO,DF,Centro-Oeste,LLM
120073,120073 - BASE AEREA DE FLORIANOPOLIS,SC,Sul,LLM
120074,120074 - V COMANDO AEREO REGIONAL,SP,Sudeste,LLM
120075,120075 - BASE AEREA DE CANOAS,RS,Sul,LLM
120076,120076 - BASE AEREA DE SANTA MARIA,RS,Sul,LLM
120080,120080 - BASE AEREA DE ANAPOLIS,GO,Centro-Oeste,LLM
120081,120081 - BASE AEREA DE PORTO VELHO,RO,Norte,LLM
120082,120082 - BASE AEREA DE MANAUS,AM,Norte,LLM
120083,120083 - VII COMANDO AEREO REGIONAL,SP,Sudeste,LLM
120085,120085 - BASE AEREA DE  BOA VISTA,RR,Norte,LLM
120086,120086 - I COMANDO AEREO REGIONAL,SP,Sudeste,LLM
120087,120087 - BASE AEREA DE BELEM,PA,Norte,LLM
120088,120088 - COMISSAO DE AEROPORTOS DA REGIAO AMAZONICA,AM,Norte,LLM
120090,120090 - COMISSAO AERONAUTICA BRASILEIRA EM WASHINGTON,EX,Exterior,LLM
120091,120091 - COMISSAO AERONAUTICA BRASILEIRA NA EUROPA,EX,Exterior,LLM
120093,120093 - SUBDIRETORIA DE PAGAMENTO DE PESSOAL/EXTERIOR,DF,Centro-Oeste,LLM
120094,120094 - QUARTO CENTRO INT. DEF. AEREA CONTR.TFG.AEREO,DF,Centro-Oeste,LLM
120096,120096 - HOSPITAL DE FORCA AEREA DE BRASILIA,DF,Centro-Oeste,LLM
120097,120097 - PREFEITURA DE AERONAUTICA DE SAO PAULO,SP,Sudeste,LLM
120100,120100 - SUBDIRETORIA DE ABASTECIMENTO,DF,Centro-Oeste,LLM
120101,120101 - BASE AEREA DE NATAL,RN,Nordeste,LLM
120127,120127 - COMISSAO DE IMPLANT.DO SIST.DE CONTR.DO E AER,DF,Centro-Oeste,LLM
120195,120195 - GRUPAMENTO DE APOIO LOGÍSTICO,AM,Norte,LLM
120196,120196 - GRUPAMENTO DE APOIO DA SAÚDE,DF,Centro-Oeste,LLM
120999,120999 - MAER - DIFERENCA CAMBIAL,DF,Centro-Oeste,LLM
121002,121002 - SECRETARIA DE ECON. E FIN.DA AER.- F.AER.,DF,Centro-Oeste,LLM
123001,123001 - CAIXA DE FINANCIAMENTO IMOBIL. DA AERONAUTICA,DF,Centro-Oeste,LLM
130001,130001 - GABINETE DO MINISTRO/MAPA,DF,Centro-Oeste,LLM
130005,130005 - COORD.-GERAL DE EXECUCAO FINANCEIRA/SPOA/MAPA,DF,Centro-Oeste,LLM
130007,130007 - SECRETARIA DE DEFESA AGROPECUARIA/MAPA,DF,Centro-Oeste,LLM
130010,130010 - COMISSAO EXEC.DO PLANO DA LAV.CACAUEIRA/DF,DF,Centro-Oeste,LLM
130011,130011 - INSTITUTO NACIONAL DE METEOROLOGIA,DF,Centro-Oeste,LLM
130014,"130014 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/DF",DF,Centro-Oeste,LLM
130016,130016 - LABORATORIO NACIONAL AGROPECUARIO/PE,PE,Nordeste,LLM
130017,130017 - LABORATORIO NACIONAL AGROPECUARIO NO PARA,PA,Norte,LLM
130018,"130018 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/TO",TO,Norte,LLM
130020,130020 - SECRETARIA DE RELACOES INTERN.DO AGRONEGOCIO,DF,Centro-Oeste,LLM
130021,"130021 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/PI",PI,Nordeste,LLM
130022,"130022 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/CE",CE,Nordeste,LLM
130023,"130023 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/RN",RN,Nordeste,LLM
130024,"130024 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/PB",PB,Nordeste,LLM
130025,"130025 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/PE",PE,Nordeste,LLM
130026,130026 - DISTRITO DE METEOROLOGIA DE RECIFE,PE,Nordeste,LLM
130027,"130027 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/AL",AL,Nordeste,LLM
130028,"130028 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/SE",SE,Nordeste,LLM
130029,"130029 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/BA",BA,Nordeste,LLM
130030,130030 - DISTRITO DE METEOROLOGIA DE SALVADOR,BA,Nordeste,LLM
130031,130031 - COMISSAO EXEC.DO PLANO DA LAV.CACAUEIRA/PA,PA,Norte,LLM
130032,130032 - LABORATORIO NACIONAL AGROPECUARIO EM GOIAS,GO,Centro-Oeste,LLM
130056,"130056 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/MG",MG,Sudeste,LLM
130057,130057 - DISTRITO DE METEOROLOGIA DE B.HORIZONTE,MG,Sudeste,LLM
130058,130058 - LABORATORIO NACIONAL AGROPECUARIO/MG,MG,Sudeste,LLM
130060,"130060 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/ES",ES,Sudeste,LLM
130062,"130062 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/MS",MS,Centro-Oeste,LLM
130063,"130063 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/RJ",RJ,Sudeste,LLM
130064,130064 - DISTRITO DE METEOROLOGIA DO R.DE JANEIRO,RJ,Sudeste,LLM
130067,"130067 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/SP",SP,Sudeste,LLM
130068,130068 - DISTRITO DE METEOROLOGIA DE SAO PAULO,SP,Sudeste,LLM
130069,"130069 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/MA",MA,Nordeste,LLM
130070,"130070 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/PR",PR,Sul,LLM
130072,"130072 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/SC",SC,Sul,LLM
130074,"130074 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/RS",RS,Sul,LLM
130075,130075 - DISTRITO DE METEOROLOGIA DE PORTO ALEGRE,RS,Sul,LLM
130077,"130077 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/MT",MT,Centro-Oeste,LLM
130078,130078 - DISTRITO DE METEOROLOGIA DE CUIABA,MT,Centro-Oeste,LLM
130080,"130080 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/GO",GO,Centro-Oeste,LLM
130081,130081 - DISTRITO DE METEOROLOGIA DE GOIANIA,GO,Centro-Oeste,LLM
130083,"130083 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/RO",RO,Norte,LLM
130088,"130088 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/AC",AC,Norte,LLM
130090,"130090 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/AM",AM,Norte,LLM
130091,130091 - DISTRITO DE METEOROLOGIA DE MANAUS,AM,Norte,LLM
130093,"130093 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/RR",RR,Norte,LLM
130094,"130094 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/PA",PA,Norte,LLM
130095,130095 - DISTRITO DE METEOROLOGIA DE BELEM,PA,Norte,LLM
130100,"130100 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/AP",AP,Norte,LLM
130101,130101 - COORDENACAO-GERAL DE ORCAMENT.E FINANCAS/MAPA,DF,Centro-Oeste,LLM
130102,130102 - LABORATORIO NACIONAL AGROPECUARIO/SP,SP,Sudeste,LLM
130103,130103 - LABORATORIO NACIONAL AGROPECUARIO/RS,RS,Sul,LLM
130122,130122 - COMISSAO EXEC.DO PLANO DA LAV.CACAUEIRA/BA-AD,BA,Nordeste,LLM
130125,130125 - COMISSAO EXEC.DO PLANO DA LAV.CACAUEIRA/ES,ES,Sudeste,LLM
130126,130126 - COMISSAO EXEC.DO PLANO DA LAV.CACAUEIRA/PA,PA,Norte,LLM
130127,130127 - COMISSAO EXEC.DO PLANO DA LAV.CACAUEIRA/AM,AM,Norte,LLM
130128,130128 - COMISSAO EXEC.DO PLANO DA LAV.CACAUEIRA/RO,RO,Norte,LLM
130129,130129 - COMISSAO EXEC.DO PLANO DA LAV.CACAUEIRA/MT,MT,Centro-Oeste,LLM
130132,130132 - COMISSAO EXEC.DO PLANO DA LAV.CACAUEIRA/BA,BA,Nordeste,LLM
130133,130133 - COMISSAO EXEC.DO PLANO DA LAV.CACAUEIRA/BA,BA,Nordeste,LLM
130134,130134 - COMISSAO EXEC.DO PLANO DA LAV.CACAUEIRA/PA,PA,Norte,LLM
130135,130135 - COMISSAO EXEC.DO PLANO DA LAV.CACAUEIRA/PA,PA,Norte,LLM
130136,130136 - COMISSAO EXEC.DO PLANO DA LAV.CACAUEIRA/PA,PA,Norte,LLM
130137,130137 - SECRETARIA DE PROD.E AGROENERGIA/MAPA/FUNCAFE,DF,Centro-Oeste,LLM
130140,130140 - COORD.-GERAL DE LOGIST. E SERV.GERAIS/FUNCAFE,DF,Centro-Oeste,LLM
130160,130160 - SUPERINT.FED.DE AGRIC.PEC.E ABAST/FUNCAFE/MG,MG,Sudeste,LLM
130163,"130163 - SUPERINT.FED. DE AGRIC., PEC.E ABAST./FUNCAFE",DF,Centro-Oeste,LLM
130167,130167 - SUPERINT.FED.DE AGRIC.PEC.E ABAST/FUNCAFE/SP,SP,Sudeste,LLM
130170,130170 - SUPERINT.FED.DE AGRIC.PEC.E ABAST/FUNCAFE/PR,PR,Sul,LLM
133003,133003 - SUPERINT. NAC.REGULARIZ. FUND. AMAZONIA LEGAL,AM,Norte,LLM
133005,133005 - UNIDADE AVANCADA DE COLIDER,MT,Centro-Oeste,LLM
133007,133007 - UNIDADE AVANCADA CONJUNTO PEIXOTO DE AZEVEDO,MT,Centro-Oeste,LLM
133080,133080 - SUPERINTENDENCIA REG.DO SUL DO PARA-SR/27-E,PA,Norte,LLM
133081,133081 - UNIDADE AVANCADA DE TUCURUI,PA,Norte,LLM
133082,133082 - UNIDADE AVANCADA DE SAO GERALDO DO ARAGUAIA,PA,Norte,LLM
133083,133083 - UNIDADE AVANCADA DE CONCEICAO DO ARAGUAIA,PA,Norte,LLM
133084,133084 - PROJETO FUNDIARIO ARAGUAINA,TO,Norte,LLM
133085,133085 - PROJETO FUNDIARIO IMPERATRIZ,MA,Norte,LLM
133086,133086 - PROJETO FUNDIARIO ACAILANDIA,MA,Norte,LLM
133087,133087 - CREDITO INSTALACAO - INCRA/MDA,DF,Centro-Oeste,LLM
133088,133088 - SUPERINT. REG. DO DISTRITO FEDERAL E ENTORNO,DF,Centro-Oeste,LLM
135000,135000 - UA/RUSSAS,CE,Nordeste,LLM
135001,135001 - EMBRAPA/CPAF-RONDONIA,RO,Norte,LLM
135002,135002 - EMBRAPA/CPAF-ACRE,AC,Norte,LLM
135003,135003 - MINISTERIO DO DESENVOLVIMENTO AGRARIO - CEF,DF,Centro-Oeste,LLM
135004,135004 - EMBRAPA/AGROENERGIA,SP,Sudeste,LLM
135005,135005 - EMBRAPA/CPAF-RORAIMA,RR,Norte,LLM
135006,135006 - EMBRAPA/CPATU,BA,Nordeste,LLM
135007,135007 - EMBRAPA/CNPASA,PA,Norte,LLM
135008,135008 - EMBRAPA/CPAF-AMAPA,AP,Norte,LLM
135009,135009 - EMBRAPA/CPAMN,PA,Norte,LLM
135010,135010 - EMBRAPA/CNPC,DF,Centro-Oeste,LLM
135011,135011 - EMBRAPA/CNPA,DF,Centro-Oeste,LLM
135012,135012 - EMBRAPA/CPATSA,DF,Centro-Oeste,LLM
135013,135013 - EMBRAPA/CPATC,DF,Centro-Oeste,LLM
135014,135014 - EMBRAPA/CNPMF,DF,Centro-Oeste,LLM
135015,135015 - EMBRAPA/CNPGL,GO,Centro-Oeste,LLM
135016,135016 - EMBRAPA/CNPMS,MS,Centro-Oeste,LLM
135017,135017 - EMBRAPA/CNPGC,DF,Centro-Oeste,LLM
135018,135018 - EMBRAPA/CPAP,DF,Centro-Oeste,LLM
135019,135019 - EMBRAPA/CPAO,DF,Centro-Oeste,LLM
135020,135020 - EMBRAPA/CTAA,DF,Centro-Oeste,LLM
135021,135021 - EMBRAPA/CNPS,DF,Centro-Oeste,LLM
135022,135022 - EMBRAPA/CPAMT,MT,Centro-Oeste,LLM
135023,135023 - EMBRAPA/CNPAB,DF,Centro-Oeste,LLM
135024,135024 - EMBRAPA/CPPSE,DF,Centro-Oeste,LLM
135025,135025 - EMBRAPA/CNPMA,DF,Centro-Oeste,LLM
135026,135026 - EMBRAPA/CNPDIA,DF,Centro-Oeste,LLM
135027,135027 - EMBRAPA/CNPTIA,DF,Centro-Oeste,LLM
135028,135028 - EMBRAPA/CNPF,DF,Centro-Oeste,LLM
135029,135029 - EMBRAPA/CNPSO,DF,Centro-Oeste,LLM
135030,135030 - EMBRAPA/CNPSA,DF,Centro-Oeste,LLM
135031,135031 - EMBRAPA/CPACT,DF,Centro-Oeste,LLM
135032,135032 - EMBRAPA/CNPT,DF,Centro-Oeste,LLM
135033,135033 - EMBRAPA/CNPUV,DF,Centro-Oeste,LLM
135035,135035 - EMBRAPA/CPPSUL,RS,Sul,LLM
135036,135036 - EMBRAPA/CNPAF,DF,Centro-Oeste,LLM
135037,135037 - EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA,DF,Centro-Oeste,LLM
135038,135038 - EMBRAPA/CENARGEN,DF,Centro-Oeste,LLM
135039,135039 - EMBRAPA/CPAC,DF,Centro-Oeste,LLM
135040,135040 - EMBRAPA/CNPH,DF,Centro-Oeste,LLM
135041,135041 - EMBRAPA/SPM,DF,Centro-Oeste,LLM
135042,135042 - EMBRAPA/UEP/RECIFE,PE,Nordeste,LLM
135043,135043 - MO/MATO GROSSO,MT,Centro-Oeste,LLM
135045,135045 - CONAB SEDE SUREG AMAZONAS,AM,Norte,LLM
135046,135046 - EMBRAPA/DAF-CAF,DF,Centro-Oeste,LLM
135048,135048 - EMBRAPA/CNPAT,DF,Centro-Oeste,LLM
135049,135049 - EMBRAPA/CPAA,DF,Centro-Oeste,LLM
135050,135050 - EMBRAPA/CNPM,DF,Centro-Oeste,LLM
135062,135062 - EMBRAPA/UEP/MT,MT,Centro-Oeste,LLM
135064,135064 - EMBRAPA/SPM ESCRITORIO CAPAO DO LEAO,RS,Sul,LLM
135065,135065 - EMBRAPA/SPM-ESCRITORIO PASSO FUNDO,RS,Sul,LLM
135066,135066 - EMBRAPA/SPM- ESCRITORIO DE CANOINHAS,SC,Sul,LLM
135067,135067 - EMBRAPA/SPM- ESCRITORIO PONTA GROSSA,PR,Sul,LLM
135068,135068 - EMBRAPA/SPM- ESCRITORIO DE LONDRINA,PR,Sul,LLM
135069,135069 - EMBRAPA/SPM-ESCRITORIO DE CAMPINAS,SP,Sudeste,LLM
135070,135070 - EMBRAPA/SPM- ESCRITORIO DE DOURADOS,MS,Centro-Oeste,LLM
135071,135071 - EMBRAPA/SPM - ESCRITORIO DE GOIANIA,GO,Centro-Oeste,LLM
135072,135072 - EMBRAPA/SPM - ESCRITORIO DE BRASILIA,DF,Centro-Oeste,LLM
135073,135073 - EMBRAPA/SPM - ESCRITORIO DE SETE LAGOAS,MG,Sudeste,LLM
135074,135074 - EMBRAPA/SPM - ESCRITORIO DE RONDONOPOLIS,MT,Centro-Oeste,LLM
135077,135077 - EMBRAPA/SPM - ESCRITORIO DE PETROLINA,PE,Nordeste,LLM
135078,135078 - EMBRAPA/SPM- ESCRITORIO DE IMPERATRIZ,MA,Norte,LLM
135081,135081 - EMBRAPA/SCT,DF,Centro-Oeste,LLM
135082,135082 - EMBRAPA/CPACP,DF,Centro-Oeste,LLM
135084,135084 - EMBRAPA/QUARENTENA VEGETAL,DF,Centro-Oeste,LLM
135087,135087 - EMBRAPA/SPM - ESCRITORIO DE CAMPINA GRANDE,PB,Nordeste,LLM
135091,135091 - EMBRAPA/GESTAO TERRITORIAL,DF,Centro-Oeste,LLM
135093,135093 - EMBRAPA-SPM-ESCRITORIO DA AMAZONIA,PA,Norte,LLM
135096,135096 - EMBRAPA/SPM-ESCRITORIO DO TRIANGULO MINEIRO,MG,Sudeste,LLM
135097,135097 - EMBRAPA CAFE,MG,Sudeste,LLM
135098,135098 - CAIXA ECONOMICA FEDERAL/MA,MA,Norte,LLM
135100,135100 - COMPANHIA NACIONAL DE ABASTECIMENTO,DF,Centro-Oeste,LLM
135101,135101 - CONAB SEDE SUREG BAHIA,BA,Nordeste,LLM
135103,135103 - UA/ITABERABA,BA,Nordeste,LLM
135110,135110 - UNID.ESTOQUE ESTRATEGICO/SE,SE,Nordeste,LLM
135111,135111 - NUCLEO ESTOQUE REGULADOR/SE - PGPM,SE,Nordeste,LLM
135112,135112 - NUCLEO ESTOQUE REGULADOR/BA - PGPM,BA,Nordeste,LLM
135113,135113 - UNID.ESTOQUE ESTRATEGICO/BA,BA,Nordeste,LLM
135114,135114 - UNID.CENT.IRECE,BA,Nordeste,LLM
135115,135115 - CONAB SEDE SUREG CEARA,CE,Nordeste,LLM
135116,135116 - UNIDADE ESTOQUE ESTRATEGICO/CE,CE,Nordeste,LLM
135117,135117 - NUCLEO ESTOQUE REGULADOR/CE - PGPM,CE,Nordeste,LLM
135118,135118 - UA/MARACANAU,CE,Nordeste,LLM
135119,135119 - UA/NATAL,RN,Nordeste,LLM
135130,135130 - UA/JUAZEIRO DO NORTE,CE,Nordeste,LLM
135131,135131 - UA/SOBRAL,CE,Nordeste,LLM
135133,135133 - UA/IGUATU,CE,Nordeste,LLM
135136,135136 - COMPANHIA NAC. DE ABASTECIMENTO - UA/CACOAL,RO,Norte,LLM
135138,135138 - UA/MOSSORO,RN,Nordeste,LLM
135139,135139 - UNID.ESTOQUE ESTRATEGICO/RN,RN,Nordeste,LLM
135140,135140 - NUCLEO ESTOQUE REGULADOR/RN - PGPM,RN,Nordeste,LLM
135141,135141 - CONAB SEDE SUREG GOIAS,GO,Centro-Oeste,LLM
135142,135142 - UNIDADE ESTOQUE ESTRATEGICO/GO,GO,Centro-Oeste,LLM
135143,135143 - NUCLEO ESTOQUE REGULADOR/GO,GO,Centro-Oeste,LLM
135145,135145 - UA/PALMEIRAS DE GOIAS,GO,Centro-Oeste,LLM
135146,135146 - UA/PARAUNA,GO,Centro-Oeste,LLM
135147,135147 - UA/PONTALINA,GO,Centro-Oeste,LLM
135148,135148 - UA/RIO VERDE,GO,Centro-Oeste,LLM
135149,135149 - UA/S.L.MONTES BELO,MG,Sudeste,LLM
135152,135152 - UA/SANTA HELENA,PR,SUL,LLM
135153,135153 - UA/BRASILIA,DF,Centro-Oeste,LLM
135161,135161 - UNIDADE CENTRAL DE ITAPURANGA,TO,Norte,LLM
135167,135167 - UNID.ESTOQUE ESTRATEGICO/DF,DF,Centro-Oeste,LLM
135168,135168 - NUCLEO ESTOQUE REGULADOR/DF - PGPM,DF,Centro-Oeste,LLM
135170,135170 - CONAB SEDE SUREG MARANHAO,MA,Norte,LLM
135171,135171 - UNID.ESTOQUE ESTRATEGICO/MA,MA,Norte,LLM
135172,135172 - NUCLEO ESTOQUE REGULADOR/MA - PGPM,MA,Norte,LLM
135173,135173 - UNIDADE ARMAZENADORA DE ITAQUI,MA,Norte,LLM
135174,135174 - UA/IMPERATRIZ,MA,Norte,LLM
135178,135178 - UA/TERESINA,PI,Nordeste,LLM
135179,135179 - UA/PICOS,PI,Nordeste,LLM
135180,135180 - UNID.ESTOQUE ESTRATEGICO/PI,PI,Nordeste,LLM
135181,135181 - NUCLEO ESTOQUE REGULADOR/PI - PGPM,PI,Nordeste,LLM
135182,135182 - CONAB SEDE SUREG MINAS GERAIS,MG,Sudeste,LLM
135183,135183 - UNID.ESTOQUE ESTRATEGICO/MG,MG,Sudeste,LLM
135184,135184 - NUCLEO ESTOQUE REGULADOR/MG - PGPM,MG,Sudeste,LLM
135185,135185 - UA/UBERABA,MG,Sudeste,LLM
135186,135186 - UA/UBERLANDIA,MG,Sudeste,LLM
135187,135187 - UA/PASSA QUATRO,MG,Sudeste,LLM
135192,135192 - CONAB SEDE SUREG MATO GROSSO DO SUL,MS,Centro-Oeste,LLM
135193,135193 - NUCLEO ESTOQUE REGULADOR/MS - PGPM,MS,Centro-Oeste,LLM
135194,135194 - UA/CAMPO GRANDE,MS,Centro-Oeste,LLM
135195,135195 - UA/DOURADOS,MS,Centro-Oeste,LLM
135196,135196 - UA/CASSILANDIA,MS,Centro-Oeste,LLM
135197,135197 - UA/MARACAJU,MS,Centro-Oeste,LLM
135199,135199 - UA/RIO BRILHANTE,MS,Centro-Oeste,LLM
135200,135200 - UA/S.GABRIEL D´OESTE,MS,Centro-Oeste,LLM
135201,135201 - UA/SIDROLANDIA,MS,Centro-Oeste,LLM
135209,135209 - CONAB SEDE SUREG MATO GROSSO,MT,Centro-Oeste,LLM
135210,135210 - UNID.ESTOQUE ESTRATEGICO/MT,MT,Centro-Oeste,LLM
135211,135211 - NUCLEO ESTOQUE REGULADOR/MT - PGPM,MT,Centro-Oeste,LLM
135215,135215 - UA/DIAMANTINO,MT,Centro-Oeste,LLM
135216,135216 - UA/RONDONOPOLIS I,MT,Centro-Oeste,LLM
135217,135217 - UA/FLORIANO,PI,Nordeste,LLM
135218,135218 - UA/SORRISO,MT,Centro-Oeste,LLM
135219,135219 - UA/PORTO VELHO,RO,Norte,LLM
135220,135220 - UA/VILHENA,RO,Norte,LLM
135224,135224 - UA/SINOP,MT,Centro-Oeste,LLM
135227,135227 - UNID.ESTOQUE ESTRATEGICO/RO,RO,Norte,LLM
135228,135228 - NUCLEO ESTOQUE REGULADOR/RO - PGPM,RO,Norte,LLM
135229,135229 - UA/RIO BRANCO,AC,Norte,LLM
135240,135240 - UNID.ESTOQUE ESTRATEGICO/AC,AC,Norte,LLM
135241,135241 - NUCLEO ESTOQUE REGULADOR/AC - PGPM,AC,Norte,LLM
135242,135242 - CONAB SEDE SUREG PARA,PA,Norte,LLM
135243,135243 - UNID.ESTOQUE ESTRATEGICO/PA,PA,Norte,LLM
135244,135244 - NUCLEO ESTOQUE REGULADOR/PA,PA,Norte,LLM
135245,135245 - UA/ANANINDEUA,PA,Norte,LLM
135246,135246 - UA/MANAUS,AM,Norte,LLM
135247,135247 - UNID.ESTOQUE ESTRATEGICO/AM,AM,Norte,LLM
135248,135248 - NUCLEO ESTOQUE REGULADOR/AM - PGPM,AM,Norte,LLM
135265,135265 - CONAB SEDE SUREG PARANA,PR,SUL,LLM
135266,135266 - UNID.ESTOQUE ESTRATEGICO/PR,PR,Sul,LLM
135267,135267 - NUCLEO ESTOQUE REGULADOR/PR - PGPM,PR,Sul,LLM
135268,135268 - UA/CAMBE,PR,SUL,LLM
135270,135270 - UA/PONTA GROSSA I,PR,SUL,LLM
135271,135271 - UA/APUCARANA,PR,Sul,LLM
135276,135276 - UA/HERVAL D´OESTE,SC,Sul,LLM
135278,135278 - UNID.ESTOQUE ESTRATEGICO/SC,SC,Sul,LLM
135279,135279 - NUCLEO ESTOQUE REGULADOR/SC - PGPM,SC,Sul,LLM
135284,135284 - CONAB SEDE SUREG SANTA CATARINA,SC,Sul,LLM
135285,135285 - CONAB SEDE SUREG PERNAMBUCO,PE,Nordeste,LLM
135286,135286 - UNID.ESTOQUE ESTRATEGICO/PE,PE,Nordeste,LLM
135287,135287 - NUCLEO ESTOQUE REGULADOR/PE - PGPM,PE,Nordeste,LLM
135288,135288 - UA/JOAO PESSOA,PB,Nordeste,LLM
