UG_COD,UG_DESC,UF,REGIÃO,REGIAO,FONTE_REGIONALIZACAO
167435,7 REGIMENTO DE CAVALARIA MECANIZADO,MS,,Centro-Oeste,LLM
167436,22 GRUPO DE ARTILHARIA DE CAMP AUTOPROPULSADO,RJ,,Sudeste,LLM
167437,8 REGIMENTO DE CAVALARIA MECANIZADO,MS,,Centro-Oeste,LLM
167438,COMANDO 2 BRIGADA DE CAVALARIA MECANIZADA,RS,,Sul,LLM
167440,23 BATALHAO DE INFANTARIA,RS,,SUL,LLM
167441,28 GRUPO DE ARTILHARIA DE CAMPANHA,SP,,Sudeste,LLM
167443,63 BATALHAO DE INFANTARIA,DF,,Centro-Oeste,LLM
167444,COMANDO 14 BRIGADA INFANTARIA MOTORIZADA,RS,,Sul,LLM
167445,HOSPITAL DE GUARNICAO DE FLORIANOPOLIS,SC,,Sul,LLM
167446,62 BATALHAO DE INFANTARIA,SP,,Sudeste,LLM
167447,10 BATALHAO DE ENGENHARIA DE CONSTRUCAO,AM,,Norte,LLM
167448,5º BATALHAO DE ENGENHARIA DE COMBATE BLINDADO,RS,,Sul,LLM
167450,14 REGIMENTO DE CAVALARIA MECANIZADO,MS,,Centro-Oeste,LLM
167453,19 CIRCUNSCRICAO DE SERVICO MILITAR,SP,,Sudeste,LLM
167454,28 BATALHAO DE CACADORES,PR,,SUL,LLM
167455,20 GRUPO DE ARTILHARIA DE CAMPANHA,DF,,Centro-Oeste,LLM
167456,22 BATALHAO LOGISTICO LEVE,DF,,Centro-Oeste,LLM
167457,BASE DE ADMINISTRACAO E APOIO DO IBIRAPUERA,SP,,Sudeste,LLM
167460,6 CIRCUNSCRICAO DE SERVICO MILITAR,SP,,Sudeste,LLM
167462,COMANDO DA 12 BRIG.DE INFANT.LEVE (AEROMOVEL),SP,,Sudeste,LLM
167466,COMANDO 11 BRIGADA INFANTARIA LEVE (GLO),AM,,Norte,LLM
167469,2º GRUPO DE ARTILHARIA DE CAMPANHA LEVE,MG,,Sudeste,LLM
167470,12 GRUPO DE ARTILHARIA DE CAMPANHA,SP,,Sudeste,LLM
167471,37º BATALHAO DE INFANTARIA LEVE,SP,,Sudeste,LLM
167472,5 BATALHAO DE INFANTARIA LEVE - 5 B I L,PA,,Norte,LLM
167473,2 GRUPO DE ARTILHARIA ANTIAEREA,RJ,,Sudeste,LLM
167474,4 BATALHAO  DE INFANTARIA LEVE,AM,,Norte,LLM
167476,22.DEPOSITO DE SUPRIMENTO,DF,,Centro-Oeste,LLM
167477,2 BATALHAO DE ENGENHARIA DE COMBATE,RS,,SUL,LLM
167478,13º REGIMENTO DE CAVALARIA MECANIZADO,RS,,Sul,LLM
167479,6 GRUPO DE LANCADORES MULTIPLOS DE FOG/CIF,DF,,Centro-Oeste,LLM
167480,5 CIRCUNSCRICAO DE SERVICO MILITAR,SP,,Sudeste,LLM
167482,COMANDO/1A BRIGADA DE INFANTARIA DE SELVA,AM,,Norte,LLM
167484,2 BATALHAO DE POLICIA DO EXERCITO,SP,,Sudeste,LLM
167485,4 CIRCUNSCRICAO DE SERVICO MILITAR,DF,,Centro-Oeste,LLM
167488,COMANDO DA 2  REGIAO MILITAR,SP,,Sudeste,LLM
167491,COMISSAO REGIONAL DE OBRAS/2,DF,,Centro-Oeste,LLM
167494,21.DEPOSITO DE SUPRIMENTO,BA,,Nordeste,LLM
167498,2º BATALHAO DE INFANTARIA LEVE,SP,,Sudeste,LLM
167499,14 CIRCUNSCRICAO DE SERVICO MILITAR,SP,,Sudeste,LLM
167501,MUSEU HISTORICO DO EXERCITO FORTE COPACABANA,RJ,,Sudeste,LLM
167512,20 REGIMENTO DE CAVALARIA BLINDADO,MS,,Centro-Oeste,LLM
167513,PARQUE REGIONAL DE MANUTENCAO DA 9 REG.MILITA,SP,,Sudeste,LLM
167514,COUDELARIA DE RINCAO,PR,,SUL,LLM
167515,COMANDO DA 2A BRIGADA DE INFANTARIA DE SELVA,AM,,Norte,LLM
167517,3 COMPANHIA DO 63 BATALHAO DE INFANTARIA,AM,,Norte,LLM
167518,BASE DE AVIACAO DE TAUBATE,SP,,Sudeste,LLM
167520,23 BATALHAO LOGISTICO DE SELVA,AM,,Norte,LLM
167521,2A COMPANHIA DE INFANTARIA,SP,,Sudeste,LLM
167522,28 BATALHAO LOGISITICO,DF,,Centro-Oeste,LLM
167523,CENTRO DE PREP. DE OFICIAIS DA RESERVA DE BH,MG,,Sudeste,LLM
167524,15 BATALHAO LOGISTICO,SP,,Sudeste,LLM
167525,ESCOLA DE FORMACAO COMPLEMENTAR DO EXERCITO,DF,,Centro-Oeste,LLM
167526,3 COMPANHIA DE ENGENHARIA DE COMB. MECANIZADO,AM,,Norte,LLM
167528,BASE ADMINISTRATIVA DO C COM G E EX,DF,,Centro-Oeste,LLM
167530,COMANDO DO COMANDO MILITAR DO OESTE,MS,,Centro-Oeste,LLM
167531,ESCOLA DE APERFEICOAMENTO DE SARGENTOS,DF,,Centro-Oeste,LLM
167536,61. BATALHAO DE INFANTARIA DE SELVA,AM,,Norte,LLM
167537,COMANDO DA 16A BRIGADA DE INFANTARIA DE SELVA,PA,,Norte,LLM
167545,HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA,AM,,Norte,LLM
167547,22 BATALHAO DE INFANTARIA,AM,,Norte,LLM
168003,INDUSTRIA DE MATERIAL BELICO DO BRASIL - SEDE,RJ,,Sudeste,LLM
168004,INDUSTRIA DE MATERIAL BELICO DO BRASIL/FPV,RJ,,Sudeste,LLM
168005,INDUSTRIA DE MATERIAL BELICO DO BRASIL/FI,RJ,,Sudeste,LLM
168006,INDUSTRIA DE MATERIAL BELICO DO BRASIL/FJF,MG,,Sudeste,LLM
168007,INDUSTRIA DE MATERIAL BELICO DO BRASIL/FMCE,RJ,,Sudeste,LLM
168008,INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE,RJ,,Sudeste,LLM
170007,COORD.-GERAL DE DESENVOL.INSTITUCIONAL-CODIN/,DF,,Centro-Oeste,LLM
170008,PROCURADORIA GERAL DA FAZENDA NACIONAL,DF,,Centro-Oeste,LLM
170009,ESCOLA DE ADMINISTRACAO FAZENDARIA,DF,,Centro-Oeste,LLM
170010,SECRETARIA DA RECEITA FEDERAL DO BRASIL-RFB,DF,,Centro-Oeste,LLM
170018,SUPERITENDENCIA REGIONAL DA RFB NA 1A RF,SP,,Sudeste,LLM
170019,DELEGACIA DA RFB EM BRASILIA,DF,,Centro-Oeste,LLM
170022,ALFANDEGA DA RFB PORTO DE BELEM,PA,,Norte,LLM
170024,DELEGACIA DA RFB EM MACAPA,AP,,Norte,LLM
170025,SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/MA,MA,,Norte,LLM
170028,DELEGACIA DA RFB EM SAO LUIS,MA,,NORTE,LLM
170030,DELEGACIA DA RFB EM IMPERATRIZ,MA,,Norte,LLM
170032,SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/PI,PI,,Nordeste,LLM
170035,DELEGACIA DA RFB EM TERESINA,PI,,Nordeste,LLM
170038,SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/CE,CE,,Nordeste,LLM
170039,CENTRO REGIONAL DE TREINAMENTO DA ESAF/CE,CE,,Nordeste,LLM
170040,SUPERINTENDENCIA REGIONAL DA RFB NA 3A RF,SP,,Sudeste,LLM
170041,DELEGACIA DA RFB EM FORTALEZA,CE,,Nordeste,LLM
170042,DELEGACIA DA RFB EM JUAZEIRO DO NORTE,CE,,Nordeste,LLM
170045,SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/RN,RN,,Nordeste,LLM
170047,DELEGACIA DA RFB EM NATAL,RN,,Nordeste,LLM
170050,SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/PB,PB,,Nordeste,LLM
170052,DELEGACIA DA RFB EM JOAO PESSOA,PB,,Nordeste,LLM
170055,SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/PE,PE,,Nordeste,LLM
170058,SUPERINTENDENCIA REGIONAL DA RFB NA 4A RF,RS,,Sul,LLM
170059,DELEGACIA DA RFB EM RECIFE,PE,,Nordeste,LLM
170060,DELEGACIA DA RFB EM CARUARU,PE,,Nordeste,LLM
170061,INSPETORIA DA RFB EM RECIFE,PE,,Nordeste,LLM
170064,SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/AL,AL,,Nordeste,LLM
170066,DELEGACIA DA RFB EM MACEIO,AL,,Nordeste,LLM
170069,SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/SE,DF,,Centro-Oeste,LLM
170072,DELEGACIA DA RFB EM ARACAJU,SE,,Nordeste,LLM
170075,SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/BA,BA,,Nordeste,LLM
170077,CENTRO REGIONAL DE TREINAMENTO DA ESAF/BA,BA,,Nordeste,LLM
170078,SUPERINTENDENCIA REGIONAL DA RFB NA 5A RF,PE,,Nordeste,LLM
170079,DELEGACIA DA RFB EM SALVADOR,BA,,Nordeste,LLM
170080,DELEGACIA DA RFB EM FEIRA DE SANTANA,BA,,Nordeste,LLM
170081,DELEGACIA DA RFB EM VITORIA DA CONQUISTA,BA,,Nordeste,LLM
170085,SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/MG,MG,,Sudeste,LLM
170087,CENTRO REGIONAL DE TREINAMENTO DA ESAF/MG,MG,,Sudeste,LLM
170088,SUPERINTENDENCIA REGIONAL DA RFB NA 6A RF,SP,,Sudeste,LLM
170089,DELEGACIA DA RFB EM BELO HORIZONTE,MG,,Sudeste,LLM
170091,DELEGACIA DA RFB EM GOVERNADOR VALADARES,MG,,Sudeste,LLM
170092,DELEGACIA DA RFB EM JUIZ DE FORA,MG,,Sudeste,LLM
170093,DELEGACIA DA RFB EM UBERABA,MG,,Sudeste,LLM
170094,DELEGACIA DA RFB EM VARGINHA,MG,,Sudeste,LLM
170095,DELEGACIA DA RFB EM DIVINOPOLIS,MG,,Sudeste,LLM
170096,DELEGACIA DA RFB EM MONTES CLAROS,MG,,Sudeste,LLM
170097,DELEGACIA DA RFB EM UBERLANDIA,MG,,Sudeste,LLM
170100,SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/ES,ES,,Sudeste,LLM
170102,ALFANDEGA DA RFB PORTO DE VITORIA,ES,,Sudeste,LLM
170103,DELEGACIA DA RFB EM VITORIA,ES,,Sudeste,LLM
170106,SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/MS,DF,,Centro-Oeste,LLM
170108,ALFANDEGA DA RFB PORTO DE FORTALEZA,CE,,Nordeste,LLM
170109,DELEGACIA DA RFB EM CAMPO GRANDE,MS,,Centro-Oeste,LLM
170110,INSPETORIA DA RFB EM CORUMBA,MS,,Centro-Oeste,LLM
170111,INSPETORIA DA RFB EM PONTA PORA,MS,,Centro-Oeste,LLM
170114,SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/RJ,RJ,,Sudeste,LLM
170115,CENTRO REGIONAL DE TREINAMENTO DA ESAF/RJ,RJ,,Sudeste,LLM
170116,SUPERINTENDENCIA REGIONAL DA RFB NA 7A RF,CE,,Nordeste,LLM
170119,DELEGACIA DA RFB EM VOLTA REDONDA,RJ,,Sudeste,LLM
170120,DELEGACIA DA RFB EM CAMPOS GOYTACAZES,RJ,,Sudeste,LLM
170121,DELEGACIA DA RFB EM NITEROI,RJ,,Sudeste,LLM
170122,DELEGACIA DA RFB EM NOVA IGUACU,RJ,,Sudeste,LLM
170125,ALFANDEGA DA RFB AEROP.INTERNAC. RIO JANEIRO,RJ,,Sudeste,LLM
170131,SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/SP,SP,,Sudeste,LLM
170133,SUPERINTENDENCIA REGIONAL DA RFB NA 8A RF,PR,,Sul,LLM
170134,DELEGACIA DA RFB EM ARACATUBA,SP,,Sudeste,LLM
170135,DELEGACIA DA RFB EM BAURU,SP,,Sudeste,LLM
170136,DELEGACIA DA RFB EM CAMPINAS,SP,,Sudeste,LLM
170137,DELEGACIA DA RFB EM PRESIDENTE PRUDENTE,SP,,Sudeste,LLM
170138,DELEGACIA DA RFB EM RIBEIRAO PRETO,SP,,Sudeste,LLM
170139,DELEGACIA DA RFB EM S.JOSE DO RIO PRETO,SP,,Sudeste,LLM
170141,DELEGACIA DA RFB EM SANTOS,SP,,Sudeste,LLM
170142,DELEGACIA DA RFB EM SOROCABA,SP,,Sudeste,LLM
170143,DELEGACIA DA RFB EM TAUBATE,SP,,Sudeste,LLM
170144,DELEGACIA DA RFB EM GUARULHOS,SP,,Sudeste,LLM
170145,DELEGACIA DA RFB EM LIMEIRA,SP,,Sudeste,LLM
170147,DELEGACIA DA RFB EM SANTO ANDRE,SP,,Sudeste,LLM
170150,ALFANDEGA DA RFB AEROP.INTERNAC.DE GUARULHOS,SP,,Sudeste,LLM
170153,SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/PR,PR,,Sul,LLM
170155,CENTRO REGIONAL DE TREINAMENTO DA ESAF/PR,PR,,Sul,LLM
170156,SUPERINTENDENCIA REGIONAL DA RFB NA 9A RF,PR,,Sul,LLM
170157,DELEGACIA DA RFB EM CASCAVEL,PR,,Sul,LLM
170158,DELEGACIA DA RFB EM CURITIBA,PR,,Sul,LLM
170159,DELEGACIA DA RFB EM LONDRINA,PR,,Sul,LLM
170160,DELEGACIA DA RFB EM PONTA GROSSA,PR,,Sul,LLM
170161,DELEGACIA DA RFB EM MARINGA,PR,,Sul,LLM
170162,DELEGACIA DA RFB EM FOZ DO IGUACU,PR,,Sul,LLM
170166,SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/SC,SC,,Sul,LLM
170168,ALFANDEGA DA RFB PORTO DE SANTOS,SP,,Sudeste,LLM
170169,DELEGACIA DA RFB EM FLORIANOPOLIS,SC,,Sul,LLM
170170,DELEGACIA DA RFB EM JOACABA,SC,,Sul,LLM
170171,DELEGACIA DA RFB EM JOINVILLE,SC,,Sul,LLM
170172,ALFANDEGA DA RFB PORTO DE ITAJAI,SC,,Sul,LLM
170175,SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/RS,RS,,Sul,LLM
170177,SUPERINTENDENCIA REGIONAL DA RFB NA 10A RF,SP,,Sudeste,LLM
170178,DELEGACIA DA RFB EM CAXIAS DO SUL,RS,,Sul,LLM
170179,DELEGACIA DA RFB EM PASSO FUNDO,RS,,Sul,LLM
170180,DELEGACIA DA RFB EM PELOTAS,RS,,Sul,LLM
170181,DELEGACIA DA RFB EM PORTO ALEGRE,RS,,Sul,LLM
170182,ALFANDEGA DA RFB PORTO DE RIO GRANDE,RS,,Sul,LLM
170183,DELEGACIA DA RFB EM SANTA MARIA,RS,,Sul,LLM
170184,DELEGACIA DA RFB EM NOVO HAMBURGO,RS,,Sul,LLM
170185,DELEGACIA DA RFB EM SANTO ANGELO,RS,,Sul,LLM
170186,DELEGACIA DA RFB EM URUGUAIANA,RS,,Sul,LLM
170187,INSPETORIA DA RFB EM SANTANA DO LIVRAMENTO,RS,,Sul,LLM
170190,SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/MT,MT,,Centro-Oeste,LLM
170192,DELEGACIA DA RFB EM CUIABA,MT,,Centro-Oeste,LLM
170195,SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/GO,GO,,Centro-Oeste,LLM
170198,DELEGACIA DA RFB EM GOIANIA,GO,,Centro-Oeste,LLM
170201,DELEGACIA DA RFB EM PORTO VELHO,RO,,Norte,LLM
170205,DELEGACIA DA RFB EM RIO BRANCO,AC,,Norte,LLM
170207,SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/AM,AM,,Norte,LLM
170209,DELEGACIA DA RFB EM MANAUS,AM,,Norte,LLM
170213,DELEGACIA DA RFB EM BOA VISTA,RR,,Norte,LLM
170214,SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/PA,PA,,Norte,LLM
170216,CENTRO REGIONAL DE TREINAMENTO DA ESAF/PA,PA,,Norte,LLM
170217,SUPERINTENDENCIA REGIONAL DA RFB NA 2A RF,SP,,Sudeste,LLM
170218,DELEGACIA DA RFB EM BELEM,PA,,Norte,LLM
170219,DELEGACIA DA RFB EM SANTAREM,PA,,Norte,LLM
170225,ALFANDEGA DO PORTO DE SÃO LUIS/MA,MA,,Norte,LLM
170226,ALFANDEGA DA RFB PORTO DE SALVADOR,BA,,Nordeste,LLM
170227,INSPETORIA DA RFB EM BELO HORIZONTE,MG,,Sudeste,LLM
170247,INSPETORIA DA RFB EM MUNDO NOVO,MS,,Centro-Oeste,LLM
170248,DELEGACIA DA RFB EM CONTAGEM,MG,,Sudeste,LLM
170250,SECRETARIA DE POLITICA ECONOMICA,DF,,Centro-Oeste,LLM
170257,DELEGACIA DA RFB NO RJ I,RJ,,Sudeste,LLM
170259,INSPETORIA DA RFB EM SÃO PAULO,SP,,Sudeste,LLM
170261,DELEGACIA DA RFB EM S.BERNARDO DO CAMPO,SP,,Sudeste,LLM
170262,DELEGACIA DA RFB EM S.JOSE DOS CAMPOS,SP,,Sudeste,LLM
170263,DELEGACIA DA RFB EM SANTA CRUZ DO SUL,RS,,Sul,LLM
170269,INSPETORIA DA RFB EM PORTO ALEGRE,RS,,Sul,LLM
170270,INSPETORIA DA RFB EM CHUI,RS,,Sul,LLM
170271,DELEGACIA DA RFB EM PALMAS,TO,,Norte,LLM
170287,DELEGACIA DA RFB EM MARILIA,SP,,Sudeste,LLM
170289,DELEGACIA DA RFB JULGAMENTO EM BRASILIA,DF,,Centro-Oeste,LLM
170290,DELEGACIA DA RFB JULGAMENTO EM CAMPO GRANDE,MS,,Centro-Oeste,LLM
170291,DELEGACIA DA RFB JULGAMENTO EM BELEM,PA,,Norte,LLM
170293,DELEGACIA DA RFB JULGAMENTO EM FORTALEZA,CE,,Nordeste,LLM
170294,DELEGACIA DA RFB JULGAMENTO EM RECIFE,PE,,Nordeste,LLM
170295,DELEGACIA DA RFB JULGAMENTO EM SALVADOR,BA,,Nordeste,LLM
170301,DELEGACIA DA RFB JULGAMENTO EM CAMPINAS,SP,,Sudeste,LLM
170302,DELEGACIA DA RFB JULGAMENTO EM CURITIBA,PR,,Sul,LLM
170307,DELEGACIA DA RFB JULGAMENTO EM RIBERAO PRETO,SP,,Sudeste,LLM
170312,DELEGACIA ESPEC.RFB DE ADMIN. TRIBUTÁRIA/SP,SP,,Sudeste,LLM
170313,DELEGACIA DA RFB ESP.INST.FINANCEIRAS EM SP,SP,,Sudeste,LLM
170314,DELEGACIA DA RFB EM BLUMENAU,SC,,Sul,LLM
170315,DELEGACIA DA RFB EM LAGES,SC,,Sul,LLM
170316,DELEGACIA ESPECIAL MAIORES CONTRIBUINTES RJ,RJ,,Sudeste,LLM
170317,ALFANDEGA DA RFB PORTO DE ITAGUAI,RJ,,Sudeste,LLM
170318,DELEGACIA DA RFB EM JUNDIAI,SP,,Sudeste,LLM
170320,DELEGACIA ESPECIAL MAIORES CONTRIBUINTES SP,SP,,Sudeste,LLM
170321,DELEGACIA DA RFB EM PIRACICABA,SP,,Sudeste,LLM
170322,DELEGACIA DA RFB EM ARARAQUARA,SP,,Sudeste,LLM
170323,DELEGACIA DA RFB EM FRANCA,SP,,Sudeste,LLM
170324,DELEGACIA DA RFB EM CORONEL FABRICIANO,MG,,Sudeste,LLM
170325,DELEGACIA DA RFB EM POCOS DE CALDAS,MG,,Sudeste,LLM
170327,DELEGACIA DA RFB EM ITABUNA,BA,,Nordeste,LLM
170328,DELEGACIA DA RFB EM SETE LAGOAS,MG,,Sudeste,LLM
170330,DELEGACIA DA RFB EM SOBRAL,CE,,Nordeste,LLM
170333,ALFANDEGA DA RFB AEROP.INTERNAC.EDUARDO GOMES,AM,,Norte,LLM
170334,DELEGACIA DA RFB EM MARABA,PA,,Norte,LLM
170335,DELEGACIA DA RFB EM MOSSORO,RN,,Nordeste,LLM
170337,DELEGACIA DA RFB EM FLORIANO,PI,,Norte/Nordeste,LLM
170338,DELEGACIA DA RFB EM CAMPINA GRANDE,PB,,Nordeste,LLM
170342,INSPETORIA DA RFB EM FLORIANOPOLIS,SC,,Sul,LLM
170343,INSPETORIA DA RFB EM CURITIBA,PR,,Sul,LLM
170344,SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/AC,AC,,Norte,LLM
170345,SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/AP,AP,,Norte,LLM
170346,SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/RO,RO,,Norte,LLM
170347,SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/RR,RR,,Norte,LLM
170382,ALFANDEGA DA RFB AEROP.INTERNAC.DE SALVADOR,BA,,Nordeste,LLM
170385,DELEGACIA DA RFB DE FISCALIZAÇÃO EM SÃO PAULO,SP,,Sudeste,LLM
170386,DELEGACIA DA RFB EM MACAE,RJ,,Sudeste,LLM
170387,ALFANDEGA DA RFB AEROP.INTERNAC.PINTO MARTINS,CE,,Nordeste,LLM
170388,DELEGACIA DA RFB EM DOURADOS,MS,,Centro-Oeste,LLM
170389,ALFANDEGA DA RFB PORTO DE SÃO FRANC.DO SUL,SC,,Sul,LLM
170393,FCDF SSP   POLICIA MILITAR DO DF,DF,,Centro-Oeste,LLM
170394,FCDF SSP CORPO BOMBEIRO MILITAR DO DF,DF,,Centro-Oeste,LLM
170395,FCDF SSP   POLICIA CIVIL DO DF,DF,,Centro-Oeste,LLM
170479,CONSELHO ADMINISTRATIVO DE RECURSOS FISCAIS,DF,,Centro-Oeste,LLM
170485,DEPARTAMENTO DE SAÚDE E ASSIST. DE PESSOAL,DF,,Centro-Oeste,LLM
170494,DELEG. ESPECIAL RFB DE MAIORES CONTRIBUINTES,DF,,Centro-Oeste,LLM
170495,FCDF - CBMDF - ASSISTENCIA MEDICA,DF,,Centro-Oeste,LLM
170498,UCP/SE/MF - PNAFM 2ª FASE,SE,,Nordeste,LLM
170516,DELEGACIA DA RFB EM ANAPOLIS,GO,,Centro-Oeste,LLM
170531,SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/DF,DF,,Centro-Oeste,LLM
170532,ALFANDEGA DA RFB NO PORTO DE PECEM,CE,,Nordeste,LLM
170551,DELEGACIA DA RFB EM BARUERI,SP,,Sudeste,LLM
170940,COORD-GERAL DE PLANEJ. E ORCAMENTO/DGI/SE/CGU,DF,,Centro-Oeste,LLM
173030,COMISSAO DE VALORES MOBILIARIOS,DF,,Centro-Oeste,LLM
173039,SUPERINTENDENCIA DE SEGUROS PRIVADOS - RJ,RJ,,Sudeste,LLM
173057,BANCO CENTRAL DO BRASIL,DF,,Centro-Oeste,LLM
175004,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,DF,,Centro-Oeste,LLM
180002,DEPARTAMENTO DE GESTÃO INTERNA,DF,,Centro-Oeste,LLM
180006,CEF/MINISTERIO DO ESPORTE,DF,,Centro-Oeste,LLM
183023,INSTITUTO NAC.DE METROLOG. QUALID. E TECNOLOG,DF,,Centro-Oeste,LLM
183025,SUPERINTENDENCIA DO INMETRO NO ESTADO DE GOIA,GO,,Centro-Oeste,LLM
183038,INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL,DF,,Centro-Oeste,LLM
183039,SUPERINTENDENCIA DO INMETRO NO ESTADO DO RS,RS,,Sul,LLM
183044,ESCRITÓRIO DE DIFUSÃO REGIONAL NORDESTE,PE,,Nordeste,LLM
185001,INSTITUTO BRASILEIRO DE TURISMO,DF,,Centro-Oeste,LLM
193001,DNOCS CEST/PI-TERESINA-PI,PI,,Nordeste,LLM
193002,DEPARTAMENTO NACIONAL DE OBRAS CONT.AS SECAS,DF,,Centro-Oeste,LLM
193003,DNOCS CEST/CE - FORTALEZA-CE,CE,,Nordeste,LLM
193004,DNOCS - CEST/RN - NATAL-RN,RN,,Nordeste,LLM
193005,DNOCS - CEST/PB - JOAO PESSOA - PB,PB,,Nordeste,LLM
193007,DNOCS - CEST/AL-PALMEIRA DOS INDIOS,AL,,Nordeste,LLM
193008,DNOCS - CEST/SE ARACAJU - SE,SE,,Nordeste,LLM
193009,DNOCS - CEST/BA - SALVADOR - BA,BA,,Nordeste,LLM
193010,DNOCS - CEST/MG - MONTES CLAROS-MG,MG,,Sudeste,LLM
193028,SUPERINTENDENCIA DA ZONA FRANCA DE MANAUS/AM,AM,,Norte,LLM
193099,IBAMA - COORDENACAO-GERAL DE FINANCAS - CGFIN,DF,,Centro-Oeste,LLM
193120,IBAMA - SUPERINTENDENCIA RIO GRANDE NORTE/RN,RN,,Nordeste,LLM
193124,IBAMA - SUPERINTENDENCIA DO RIO GRANDE SUL/RS,RS,,Sul,LLM
193356,IBAMA - GERENCIA EXECUTIVA - SANTAREM/PA,PA,,Norte,LLM
194003,COORDENAÇÃO REGIONAL DE CACOAL/RO,RO,,Norte,LLM
194004,COORDENAÇÃO REG. DE GUAJARA MIRIM/RO,RO,,Norte,LLM
194005,COORDENAÇÃO REGIONAL ALTO PURUS,AC,,Norte,LLM
194006,COORDENAÇÃO REGIONAL DE MANAUS/AM,AM,,Norte,LLM
194007,COORDENAÇÃO REG. DO VALE DO JAVARI/AM,AM,,Norte,LLM
194008,COORDENAÇÃO REGIONAL DO RIO NEGRO/AM,AM,,Norte,LLM
194012,COORDENAÇÃO REGIONAL TAPAJÓS/PA,PA,,Norte,LLM
194018,COORDENAÇÃO REG.BAIXO SÃO FRANCISCO/BA,BA,,Nordeste,LLM
194020,FUNAI-COORDENAÇÃO REGIONAL DE CAMPO GRANDE/MS,MS,,Centro-Oeste,LLM
194027,COORDENAÇÃO REGIONAL PASSO FUNDO/RS,RS,,Sul,LLM
194028,COORDENAÇÃO REGIONAL DE CUIABA/MT,MT,,Centro-Oeste,LLM
194029,COORDENAÇÃO REGIONAL XAVANTE/MT,MT,,Centro-Oeste,LLM
194031,COORDENAÇÃO REGIONAL XINGU/MT,MT,,Centro-Oeste,LLM
194035,FUNAI-SEDE BRASILIA/DF,DF,,Centro-Oeste,LLM
194041,COORDENAÇÃO REGIONAL NORDESTE 2/CE,CE,,Nordeste,LLM
194042,COORD. REG. RIBEIRÃO CASCALHEIRA/MT,MT,,Centro-Oeste,LLM
194045,FUNAI-COORDENAÇÃO REGIONAL DO MADEIRA/AM,AM,,Norte,LLM
194046,COORDENAÇÃO REG. LITORAL SUDESTE/SP,SP,,Sudeste,LLM
194047,FUNAI-COORDENAÇÃO REGIONAL DO LITORAL SUL/SC,SC,,Sul,LLM
194048,COORDENAÇÃO REGIONAL MEDIO PURUS/AM,AM,,Norte,LLM
194061,COORDENAÇÃO REGIONAL INTERIOR SUL/SC,SC,,Sul,LLM
194063,COORDENAÇÃO REG. DO ALTO SOLIMÕES/AM,AM,,Norte,LLM
194064,COORDENAÇÃO REGIONAL DOURADOS/MS,MS,,Centro-Oeste,LLM
194077,COORDENAÇÃO REGIONAL NORDESTE 1/AL,AL,,Nordeste,LLM
194085,COORDENAÇÃO REGIONAL DE PONTA PORÃ/MS,MS,,Centro-Oeste,LLM
194151,FUNAI-DIRETORIA DE PROTEÇÃO TERRITORIAL,DF,,Centro-Oeste,LLM
194152,FUNAI-DIRETORIA DE PROM. AO DESENV. SUSTENT.,DF,,Centro-Oeste,LLM
195001,CIA DE DESENV.DOS VALES DO S.FRANC.E PARNAIBA,PI,,Norte/Nordeste,LLM
195002,CIA DE DESENV.DOS VALES DO S.FRANC.E PARNAIBA,PI,,Nordeste,LLM
195003,CIA DE DESENV.DOS VALES DO S.FRANC.E PARNAIBA,PI,,Norte/Nordeste,LLM
